,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
7.5E+12,0,0.999999417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51E-25,2.40E-55,4.68E-15,6.61E-11,0.050196252,0.02230076,0.414018716,0.68465857,0.539234692,0.917834622,0.92618872,0.982926082,0.990705682
7.6E+12,0,0.999999421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.26E-26,4.63E-56,3.08E-15,4.95E-11,0.048662752,0.021388048,0.411166009,0.681721332,0.538016338,0.918915205,0.925044646,0.988483095,0.998872408
7.7E+12,0,0.999999425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48E-26,8.97E-57,2.03E-15,3.70E-11,0.047207113,0.020586564,0.408256235,0.678478631,0.535169098,0.919189907,0.926732295,0.984090447,0.995135468
7.8E+12,0,0.999999429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67E-26,1.73E-57,1.34E-15,2.76E-11,0.045829286,0.019775587,0.404849655,0.676494989,0.532454333,0.918389062,0.922963048,0.98321761,0.999634319
7.9E+12,0,0.999999432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.03E-27,3.36E-58,8.88E-16,2.07E-11,0.04444997,0.018998323,0.40204778,0.674911087,0.531745435,0.918829754,0.924111901,0.984483258,0.997420152
8E+12,0,0.999999436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86E-27,6.47E-59,5.84E-16,1.55E-11,0.043098746,0.018263652,0.398842199,0.672665379,0.528843816,0.918309802,0.925385561,0.981624841,0.99829897
8.1E+12,0,0.999999439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85E-27,1.26E-59,3.87E-16,1.16E-11,0.041810287,0.017549861,0.39656367,0.671182293,0.526056432,0.915954052,0.922555863,0.981989167,0.993863242
8.2E+12,0,0.999999443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.89E-28,2.42E-60,2.55E-16,8.66E-12,0.040568264,0.016862355,0.393533879,0.668983068,0.523041395,0.915409407,0.923563885,0.982230233,0.990688284
8.3E+12,0,0.999999446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-28,4.68E-61,1.68E-16,6.49E-12,0.039408644,0.016194934,0.390256069,0.669259766,0.520009038,0.914321421,0.924024336,0.986714226,0.99781653
8.4E+12,0,0.999999449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05E-28,9.05E-62,1.11E-16,4.85E-12,0.038169287,0.015580492,0.387225954,0.666518215,0.516896677,0.913359032,0.920762764,0.986704353,0.98980165
